,sentence,sentiment,topic,sentence_dropped
2700,"cung cấp slide , kiến thức , truyền dạt tốt .",2,0,cung_cấp slide kiến_thức truyền dạt
2701,đề thi thực hành quá dài .,0,1,đề thi thực_hành quá
2702,"không cung cấp slide , vô dạy nói tùm lum tà la không liên quan đến môn học , dạy một tí bảo chép slide rồi cầm tờ báo ngồi đọc .",0,0,NOT cung_cấp slide vô dạy nói tùm_lum  NOT môn_học dạy một_tí bảo chép slide cầm  báo đọc
2703,thầy nghiêm túc quá .,0,0,thầy nghiêm_túc quá
2704,cô dạy rất nhiệt tình và tận tụy .,2,0,cô dạy nhiệt_tình tận_tụy
2705,"không chú ý yêu cầu , giải đáp của sinh viên .",0,0,NOT chú_ý giải_đáp sinh_viên
2706,tốt ạ .,2,3,
2707,thầy không cho slide và lên lớp chủ yếu là chép slide .,0,0,thầy NOT slide lên_lớp chủ_yếu chép slide
2708,nhiệt tình về giảng dạy .,2,0,nhiệt_tình giảng_dạy
2709,giáo trình môn học cần xác định cho phù hợp với thực lực và trình độ của sinh viên .,0,1,giáo_trình môn_học cần xác_định thực_lực trình_độ sinh_viên
2710,hay đến trễ .,0,0,hay trễ
2711,thầy nên đổi mới cách dạy để bài học trở nên sinh động hơn .,0,0,thầy đổi_mới dạy bài_học trở_nên sinh_động
2712,i love thầy !,2,3,i love thầy
2713,cô wzjwz303 là một người cô dạy có tâm nhất mà em gặp từ lúc sinh ra tới giờ .,2,0,cô một cô dạy tâm sinh giờ
2714,cô rất quan tâm đến tình hình học tập của lớp .,2,0,cô quan_tâm tình_hình_học_tập lớp
2715,"học bù cũng không hỏi ý kiến sinh viên có trùng với môn khác không , học bù lại còn điểm danh .",0,0,học bù NOT ý_kiến sinh_viên trùng môn NOT học bù điểm_danh
2716,giảng hay minh họa sinh động .,2,0,giảng hay minh_họa sinh_động
2717,"giáo viên thực hành cần năng động hơn , thầy có vẻ hơi thụ động trong giờ thực hành , không tạo cảm hứng cho sinh viên .",0,0,giáo_viên thực_hành cần năng_động thầy vẻ hơi thụ_động giờ thực_hành NOT cảm_hứng sinh_viên
2718,có những hoạt động giúp giờ học sinh động .,2,0,hoạt_động giúp giờ học_sinh_động
2719,"nhiều lúc báo cáo tiến độ đồ án , khi không hài lòng , giảng viên đã nói thẳng với sinh viên là rớt môn dù cho còn 1 tháng nữa mới đến ngày báo cáo cuối kỳ .",0,0,nhiều báo_cáo tiến_độ đồ_án NOT hài_lòng giảng_viên  sinh_viên rớt môn một báo_cáo kỳ
2720,cô rất tận tình giúp đỡ chúng em trong học tập .,2,0,cô tận_tình giúp_đỡ học_tập
2721,thầy giảng quá nhanh .,0,0,thầy giảng quá nhanh
2722,"ngược lại đề thi nên cho những câu hỏi khó , nhưng thời gian thi rộng để sinh viên có thời gian động não suy nghĩ các giải tăng được tư duy suy luận và sáng tạo hơn là khả năng học thuộc bài như kiểu trên thích hợp cho ngành khác .",0,1,ngược_lại đề thi câu khó thi rộng sinh_viên  suy_nghĩ giải tư_duy suy_luận sáng_tạo khả_năng học thích_hợp ngành
2723,"thầy giảng chậm lại , từ dễ tới khó để học sinh tiếp thu tốt hơn .",0,0,thầy giảng chậm khó học_sinh tiếp_thu
2724,rất hài lòng !,2,3,hài_lòng
2725,đề thực hành hay và khó .,2,1,đề thực_hành hay khó
2726,"giáo viên giảng dạy nhiệt tình , tận tâm , dạy hay , dễ hiểu .",2,0,giáo_viên giảng_dạy nhiệt_tình tận_tâm dạy hay hiểu
2727,không truyền tải hết nội dung chương trình .,0,0,NOT truyền_tải nội_dung chương_trình
2728,giảng dạy nhiệt tình tâm huyết .,2,0,giảng_dạy nhiệt_tình tâm_huyết
2729,lịch thực hành ban ra quá trễ !,0,1,lịch thực_hành ban quá trễ
2730,không .,1,3,NOT
2731,"chưa nhận thấy có điểm nào chưa tốt , sinh viên học môn này từ cô wzjwz85 rất vui và tiếp thu bài rất tốt .",2,0,NOT NOT sinh_viên học môn cô vui tiếp_thu
2732,"giảng viên có phong cách giảng dạy chưa phù hợp , khiến sinh viên cảm thấy xa rời với nội dung môn học .",0,0,giảng_viên phong_cách giảng_dạy NOT sinh_viên xa_rời nội_dung môn_học
2733,công dụng nó là gì ?,0,0,công_dụng
2734,"bộ kit thực hành cần được nâng cấp để không xảy ra tình trạng hư , trục trặc .",0,2,bộ kit thực_hành cần nâng_cấp NOT xảy hư trục_trặc
2735,"bài tập thì không còn như thời cấp 3 chỉ có vài dạng cơ bản , số lượng cũng như độ khó ngày càng tăng , thời gian của sinh viên cũng chẳng phải dư dả , sinh viên cũng cần phải đầu tư cho các môn học khác , nên cách đưa ra những công thức trọng tâm , những bài tập cần và đủ của thầy khiến em một nữ sinh viên cảm thấy hứng thú hơn khi học vật lý , một học dường như chỉ dành cho các bạn nam .",0,1,bài_tập NOT thời  dạng cơ_bản số_lượng độ khó sinh_viên NOT  sinh_viên cần đầu_tư môn_học công_thức trọng_tâm bài_tập cần thầy một  hứng_thú học vật_lý một học dường_như nam
2736,thầy nhiệt tình ở chỗ giảng dạy nhiều thứ cho sinh viên .,2,0,thầy nhiệt_tình chỗ giảng_dạy nhiều sinh_viên
2737,cô rất nhiệt tình chu đáo .,2,0,cô nhiệt_tình chu_đáo
2738,"nhiệt tình , biết cách truyền đạt .",2,0,nhiệt_tình biết truyền_đạt
2739,chưa nêu bật được ứng dụng thực tiễn của môn học .,0,1,NOT nêu  ứng_dụng thực_tiễn môn_học
2740,"giảng viên gần gũi , giúp đỡ sinh viên rất nhiều trong học tập trên lớp .",2,0,giảng_viên gần_gũi giúp_đỡ sinh_viên nhiều học_tập lớp
2741,"giảng viên dạy thực hành là wzjwz235 , không phải wzjwz236 !",0,0,giảng_viên dạy thực_hành NOT
2742,"giảng viên muốn cho bọn em hiểu được môi trường làm việc sau này là như thế nào , nhưng khi mà bọn còn đang trong thời gian đi học , còn chưa đủ kiến thức nền tảng thì không nên dạy và học theo kiểu như vậy , trong suốt quá trình môn học bọn em mơ hồ về việc thầy đang muốn truyền đạt điều gì đến bọn em và việc bọn em cần phải làm những gì !",0,0,giảng_viên bọn hiểu môi_trường làm_việc bọn đi học NOT kiến_thức nền_tảng NOT dạy học suốt môn_học bọn mơ_hồ thầy truyền_đạt bọn bọn cần
2743,em thấy số buổi thực hành quá ít và kiến thức truyền tải chẳng được bao nhiêu vì vậy nên mong trường đổi về hình thức 1 các môn thực hành này !,0,1,thực_hành quá kiến_thức truyền_tải NOT mong trường đổi hình_thức một môn thực_hành
2744,nhìn thấy hơi nghiêm ( khách quan thôi ạ ) .,1,0,hơi nghiêm khách_quan
2745,dạy nhanh quá .,0,0,dạy nhanh quá
2746,em rất hài lòng về hoạt động giảng dạy của thầy .,2,0,hài_lòng hoạt_động giảng_dạy thầy
2747,giảng bài nhựa nhựa nghe buồn ngủ .,0,0,giảng nhựa nhựa buồn_ngủ
2748,nhiều thử thách cho sinh viên .,0,1,nhiều thử_thách sinh_viên
2749,"giảng viên lên lớp đúng giờ , tận tâm với sinh viên và nhiệt tình giảng dạy , hướng dẫn .",2,0,giảng_viên lên_lớp đúng giờ tận_tâm sinh_viên nhiệt_tình giảng_dạy hướng_dẫn
2750,cô cần cải thiện khả năng truyền đạt trên lớp để sinh viên có thêm hứng thú trong học tập .,0,0,cô cần cải_thiện khả_năng truyền_đạt lớp sinh_viên hứng_thú học_tập
2751,"rồi một nhóm thì phải chấm điểm báo cáo cuối kỳ cho 3 nhóm khác , làm phiếu chấm điểm , soạn câu hỏi mà có yêu cầu ra đáp án đồ án của nhóm code chưa tới đâu thì sao mà ngồi đọc source của nhóm khác để code tiếp cho họ .",0,3,một chấm  kỳ ba phiếu chấm soạn câu đáp_án đồ_án code NOT đọc source code tiếp
2752,tình hình là khóa 8 aep tụi em đa số là không hiểu ngôn ngữ c .,0,1,tình_hình khóa tám  tụi đa_số  ngôn_ngữ c
2753,giáo trình chưa phù hợp với lượng tín chỉ môn học !,0,0,giáo_trình NOT tín_chỉ môn_học
2754,thầy khá nhiệt tình và rõ ràng .,2,0,thầy nhiệt_tình rõ_ràng
2755,thầy dạy nội dung ít liên quan tới bài học .,0,0,thầy dạy nội_dung bài_học
2756,giáo viên hướng dẫn rất nhiệt tình .,2,0,giáo_viên hướng_dẫn nhiệt_tình
2757,"thầy đến đúng giờ , giảng dễ hiểu .",2,0,thầy đúng giờ giảng hiểu
2758,không hiệu quả .,0,3,NOT hiệu_quả
2759,"giáo viên là thầy , không phải cô .",1,0,giáo_viên thầy NOT cô
2760,"dạy rất dễ hiểu và nhiệt tình , em rất thích cách giảng dạy của cô .",2,3,dạy hiểu nhiệt_tình giảng_dạy cô
2761,đó là sự nhiệt huyết của cô wzjwz153 .,2,0,nhiệt_huyết cô
2762,"bài tập hay , đa dạng .",2,1,bài_tập hay đa_dạng
2763,"cô giảng dễ hiểu , nhiệt tình .",2,0,cô giảng hiểu nhiệt_tình
2764,"tận tình , rất biết quan tâm đến học sinh .",2,0,tận_tình biết quan_tâm học_sinh
2765,"thầy rất nhiệt tình , tận tâm với sinh viên .",2,0,thầy nhiệt_tình tận_tâm sinh_viên
2766,"thầy dạy rất tốt và tâm huyết , phương pháp hợp lý và nội dung giảng dạy tạo hứng thú cho sinh viên .",2,0,thầy dạy tâm_huyết phương_pháp hợp_lý nội_dung giảng_dạy hứng_thú sinh_viên
2767,giáo viên đứng lớp dạy rất hay .,2,0,giáo_viên đứng lớp dạy hay
2768,tóm lại đề thi 50% là kiến thức về mạng chủ yếu không tập trung vào hệ điều hành linux .,0,1,tóm đề thi mươi kiến_thức mạng chủ_yếu NOT hệ điều_hành linux
2769,cô điểm danh nhiều quá colonsad .,0,0,cô điểm_danh nhiều quá colonsad
2770,"thầy vui vẻ , giúp đỡ nhiệt tình .",2,0,thầy vui_vẻ giúp_đỡ nhiệt_tình
2771,"thầy tận tâm , nhiệt tình dạy dễ hiểu .",2,0,thầy tận_tâm nhiệt_tình dạy hiểu
2772,giảng viên thực hành nên quan tâm đến sinh viên nhiều hơn .,0,0,giảng_viên thực_hành quan_tâm sinh_viên nhiều
2773,thầy không thông báo thời gian học cụ thể cho sinh viên .,0,0,thầy NOT thông_báo học sinh_viên
2774,dạy chán .,0,0,dạy chán
2775,thầy rất nhiệt tình và thường xuyên dạy lố giờ .,0,0,thầy nhiệt_tình thường_xuyên dạy lố giờ
2776,"thầy vui vẻ , dễ trao đổi học tập .",2,0,thầy vui_vẻ trao_đổi học_tập
2777,"giáo viên tận tình , nhiệt tình trong việc cung cấp tài liệu và bài tập qua facebook .",2,0,giáo_viên tận_tình nhiệt_tình cung_cấp tài_liệu bài_tập faceb k
2778,thầy giảng quá nhanh !,0,0,thầy giảng quá nhanh
2779,"thầy nói nhỏ , giờ học khá nhàm chán .",0,0,thầy giờ học nhàm_chán
2780,"giáo viên tâm huyết , nhiệt tình .",2,0,giáo_viên tâm_huyết nhiệt_tình
2781,"cô wzjwz103 dạy rất hay , rất nhiệt tình , cách dạy của cô cũng rất lý thú , tạo sự hứng thú cho sinh viên .",2,0,cô dạy hay nhiệt_tình dạy cô lý_thú hứng_thú sinh_viên
2782,cung cấp cho sinh viên đủ bài tập khi đến lớp cũng như làm ở nhà .,2,0,cung_cấp sinh_viên bài_tập lớp
2783,"giảng viên dạy dễ hiểu , thân thiên với sinh viên .",2,0,giảng_viên dạy hiểu thân thiên sinh_viên
2784,"nhiệt tình , kỹ năng dạy kinh nghiệm .",2,0,nhiệt_tình kỹ_năng dạy kinh_nghiệm
2785,thầy nên chủ động hơn trong việc giúp đỡ sinh viên trong lúc thực hành .,0,0,thầy chủ_động giúp_đỡ sinh_viên thực_hành
2786,phòng học thực hành wzjwz18 không đảm bảo chất lượng cho việc học thực hành .,0,2,phòng học thực_hành NOT chất_lượng học thực_hành
2787,"giáo viên giảng rõ , dễ hiểu .",2,0,giáo_viên giảng hiểu
2788,"học cực kỳ áp lực , thầy dạy khó hiểu .",0,0,học cực_kỳ áp_lực thầy dạy khó hiểu
2789,"thầy không chịu dạy thực hành , nên cũng rất chán khi học thực hành , nói chung là không ai đi học thực hành là do thầy không dạy tốt , thực ra thì chưa dạy gì cả .",0,0,thầy NOT dạy thực_hành chán học thực_hành NOT đi học thực_hành thầy NOT dạy NOT dạy
2790,"môn học cần được phân bố hợp lý hơn , nên để năm 4 rồi học .",0,1,môn_học cần phân_bố hợp_lý bốn học
2791,hiện giờ em chưa có cách học đúng đắng .,0,3,hiện_giờ NOT học đúng 
2792,"giảng hay , nhiệt tình .",2,0,giảng hay nhiệt_tình
2793,"thầy lên lớp rất đầy đủ , không nghỉ buổi nào .",2,0,thầy lên_lớp đầy_đủ NOT nghỉ
2794,cô nhiệt tình dạy rất dễ hiêu .,2,0,cô nhiệt_tình dạy hiêu
2795,giải đáp các thắc mắc nhanh và chi tiết .,2,0,giải_đáp thắc_mắc nhanh chi_tiết
2796,"ra đề thi còn cẩu thả , không kiểm soát được các đáp án của câu hỏi .",0,1,đề thi  NOT kiểm_soát đáp_án câu
2797,"cần chỉ cho sinh viên cách làm bài khó , không nên giải chi tiết .",0,2,cần sinh_viên khó NOT giải chi_tiết
2798,"cung cấp thêm giáo trình , tài liệu môn học .",0,1,cung_cấp giáo_trình tài_liệu môn_học
2799,tránh tình trạng bị trùng lịch học và gom lớp vào sáng thứ 7 gây mất buổi học của sinh viên .,0,1,trùng lịch học  lớp  NOT học sinh_viên
2800,nhiều bài quá .,0,1,nhiều quá
2801,phương pháp dạy của thầy hay khiến sinh viên chủ động và tránh sinh viên ngủ trong lớp .,2,0,phương_pháp dạy thầy hay sinh_viên chủ_động sinh_viên ngủ lớp
2802,"thầy giảng dạy nhiệt tình , tương tác rất hiệu quả , cung cấp nền tảng kiến thức rõ ràng , vững vàng cho lớp .",2,0,thầy giảng_dạy nhiệt_tình tương_tác hiệu_quả cung_cấp nền_tảng kiến_thức rõ_ràng vững_vàng lớp
2803,thầy nói chuyện chưa nghe rõ cho lắm .,0,0,thầy nói_chuyện NOT lắm
2804,thầy chỉ làm việc của thầy .,0,0,thầy làm_việc thầy
2805,đôi lúc sợ sợ thầy colonsad .,0,0,đôi sợ sợ thầy colonsad
2806,chúc thầy nhiều sức khỏe !,2,3,chúc thầy nhiều sức_khỏe
2807,"thầy dạy dễ hiểu , nhiệt tình .",2,0,thầy dạy hiểu nhiệt_tình
2808,"ít được giao tiếp với giảng viên , giảng viên ít khi lên lớp .",0,0,giao_tiếp giảng_viên giảng_viên lên_lớp
2809,cách dạy hoàn toàn không phù hợp ( giảng viên tuy có kiến thức nhưng không có cách truyền đạt ) .,0,0,dạy NOT giảng_viên kiến_thức NOT truyền_đạt
2810,"giảng viên dạy hay , thu hút , tận tâm với sinh viên .",2,0,giảng_viên dạy hay thu_hút tận_tâm sinh_viên
2811,thầy dạy tốt em thích thầy .,2,0,thầy dạy thầy
