,index,comment,n_star,date_time,label,category,sentiment
4005,4005,máy phù_hợp tầm giá mặt lưng kính sang_trọng thiết_kế đẹp camera chế_độ chụp đêm giúp chụp tiết liên_quân bật max seting fps ổn mặc_dù đôi combat hơi giật lắc ảnh_hưởng tốc_độ mạng màn_hình khuyết_điểm giúp trải nghiệm camera thò thụt nhạy vân cảm_biến đôi_khi hơi chậm nói_chung máy mua hình_ảnh chụp chế_độ đêm,4,7/3/2020,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Neutral};{PERFORMANCE#Neutral};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,"SCREEN, CAMERA, FEATURES, PERFORMANCE, DESIGN, PRICE, GENERAL","Positive, Positive, Neutral, Neutral, Positive, Neutral, Positive"
4006,4006,bắt wifi kém lắm mn lỗi gọi tùm_lum hàng việt_nam thua hàng tq thất_vọng,2,12/6/2020,{FEATURES#Negative};{GENERAL#Negative};{SER&ACC#Negative};,"FEATURES, GENERAL, SER&ACC","Negative, Negative, Negative"
4007,4007,đánh_giá chê kiểu máy camera cứng_đầu mua kết_quả chán cảm_ứng nhảy lung_tung có_khi nhấn đánh chữ bực_mình camera tạm đẹp chụp góc rộng tiền tí khuyên mn mua thất_vọng EMONEGATIVE,1,26/05/2019,{CAMERA#Neutral};{FEATURES#Negative};{PRICE#Negative};{GENERAL#Negative};{OTHERS};,"CAMERA, FEATURES, PRICE, GENERAL","Neutral, Negative, Negative, Negative"
4008,4008,máy xài POSITIVE,5,16/08/2020,{GENERAL#Positive};,GENERAL,Positive
4009,4009,máy đẹp pin khoẻ cam ok lỗi_lầm pin thoải_mái lo_nghĩ ok,5,9/5/2020,{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};,"CAMERA, BATTERY, DESIGN","Positive, Positive, Positive"
4010,4010,sản_phẩm tầm giá camera tạm ổn tầm giá selfie đẹp cấu_hình mua,4,15/07/2020,{CAMERA#Neutral};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,"CAMERA, PERFORMANCE, PRICE, GENERAL","Neutral, Positive, Neutral, Positive"
4011,4011,máy thường_xuyên đơ màn_hình khó_chịu bảo_hành kêu xác_định lỗi NEGATIVE,3,1 tuần trước,{PERFORMANCE#Negative};{OTHERS};,PERFORMANCE,Negative
4012,4012,tuần đánh_giá_như camera 48mp hình_ảnh ăn_thua lắm cấu_hình tầm giá một_số khuyết_điểm NOTPOS gọi video game máy nóng chạy chíp sáu trăm sáu mươi mà_lại thua máy hãng chạy chíp cũ sáu trăm hai mươi sáu xiaomi redmi plus máy gọi video game nóng bảo,3,25/08/2019,{CAMERA#Negative};{PERFORMANCE#Neutral};{PRICE#Neutral};{OTHERS};,"CAMERA, PERFORMANCE, PRICE","Negative, Neutral, Neutral"
4013,4013,thiết_kế đẹp máy mượt ghê cấu_hình ok phân khúc vivo thiết_kế đẹp hãng 4tr9 xứng_đáng,5,2/6/2020,{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Negative};{SER&ACC#Positive};,"PERFORMANCE, DESIGN, PRICE, SER&ACC","Positive, Positive, Negative, Positive"
4014,4014,máy xài game lướt facebook youtobe thường_xuyên cảm_thấy pin trâu bắt wifi 3 4g cực_kì nhạy màng hình cảm_ứng nhạy NOTNEG lag nói_chung dòng máy mua,5,4/11/2019,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};,"FEATURES, BATTERY, GENERAL","Positive, Positive, Positive"
4015,4015,ưng máy đẹp mua vsmart live chả nhẽ hai hai máy vin EMOPOSITIVE EMOPOSITIVE EMOPOSITIVE,5,16/01/2020,{DESIGN#Positive};{OTHERS};,DESIGN,Positive
4016,4016,cơ_bản facebook zalo mượt realme ui hiện_tượng chạy chậm đơ cũ độ bền xài thử d,4,1/7/2020,{PERFORMANCE#Neutral};{OTHERS};,PERFORMANCE,Neutral
4017,4017,chip game cực xài năm_tháng mượt phí tiền mua hài_lòng POSITIVE,5,2 ngày trước,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};,"PERFORMANCE, PRICE, GENERAL","Positive, Positive, Positive"
4018,4018,mua game lướt web mướt mườn_mượt nha pin yếu hong trâu đồn updata android mười ý_kiến,5,1/4/2020,{BATTERY#Negative};{PERFORMANCE#Positive};{OTHERS};,"BATTERY, PERFORMANCE","Negative, Positive"
4019,4019,máy ngon pin trâu sạc tiếng pin chụp ảnh ok loa kép to ncl ổn tầm giá,5,4 ngày trước,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};,"CAMERA, FEATURES, BATTERY, PRICE, GENERAL","Positive, Positive, Positive, Neutral, Positive"
4020,4020,sản_phẩm mua hiện_tại xài pin xài giá hợp_lý sản_phẩm việt,4,7/3/2020,{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};,"BATTERY, PRICE, GENERAL","Positive, Positive, Positive"
4021,4021,mua tgd đánh_giá 1 màn đẹp nét loa to phim 2 máy bắt wifi ổn ai_bảo yếu nhân_phẩm 3 cảm_ứng mượt NOTNEG realme game mượt cấu_hình lq pubg hạ_đồ_hoạ ok 4 pin trâu_bò sạc nhược_điểm hơi nóng máy sạc thích_hợp sinh_viên tác vụ bình_thường sử_dụng 2 3 ok bốn ưu_điểm nhược_điểm 0 SCOREPOSITIVE phục_vụ nhiệt_tình nv tgd,3,3 tuần trước,{SCREEN#Positive};{FEATURES#Positive};{BATTERY#Neutral};{PERFORMANCE#Neutral};{SER&ACC#Positive};,"SCREEN, FEATURES, BATTERY, PERFORMANCE, SER&ACC","Positive, Positive, Neutral, Neutral, Positive"
4022,4022,mua mấy pin đem tụt 50 pin chín mươi tụt quả_thật vọng,1,24/08/2019,{BATTERY#Negative};,BATTERY,Negative
4023,4023,máy nói_chung ổn_định game mượt cầm pin sạc trăm cầm vuốt vuốt 10p chín_mươi bảy sạc bỏ_túi xài 30p móc tuột chín mươi chín,4,26/02/2020,{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};,"BATTERY, PERFORMANCE, GENERAL","Negative, Positive, Positive"
4024,4024,máy tuyệt_vời pin trâu mẫu_mã đẹp màn_hình coi phim tỉ sướng chê POSITIVE,5,3/10/2019,{SCREEN#Positive};{BATTERY#Positive};{GENERAL#Positive};,"SCREEN, BATTERY, GENERAL","Positive, Positive, Positive"
4025,4025,sản_phẩm xài giá tiền như_vậy đọc bình_luận con_người chê sản_phẩm chứng_tỏ độ ngu_dốt mua lo tìm_hiểu cấu_hình máy sủa nhảm giỏi thông_cảm mấy đứa não đi chê sản_phẩm,5,21/02/2020,{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,"PRICE, GENERAL","Neutral, Positive"
4026,4026,lướt web phim chụp ảnh ok game cực_kỳ tệ đứng máy cực_kỳ lag ý_định mua game mua 3ram 4ram trở vivo cáiEMONEGATIVE,3,20/04/2019,{CAMERA#Positive};{PERFORMANCE#Neutral};{GENERAL#Negative};,"CAMERA, PERFORMANCE, GENERAL","Positive, Neutral, Negative"
4027,4027,máy ok pin xài chụp hình đẹp nhân_viên nhiệt_tình chụp hình game ok giá túi_tiền mua,5,2 tuần trước,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"CAMERA, BATTERY, PERFORMANCE, PRICE, GENERAL, SER&ACC","Positive, Positive, Positive, Positive, Positive, Positive"
4028,4028,mua thây xài ổn vân nhạy NOTNEG giật đơ lag chụp hình cx ok POSITIVE,5,29/07/2020,{CAMERA#Neutral};{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,"CAMERA, FEATURES, PERFORMANCE, GENERAL","Neutral, Positive, Positive, Positive"
4029,4029,mua xài ok sản_phẩm tuyệt_vời bật chia_sẻ wifi máy rung,5,15/01/2020,{FEATURES#Neutral};{GENERAL#Positive};,"FEATURES, GENERAL","Neutral, Positive"
4030,4030,giá vsmart live bốn đắt tiền camera 13mp vsmart live cũ nguyên cấu_hình vsmart live cũ nâng_cấp,1,2 tuần trước,{CAMERA#Negative};{PRICE#Negative};{OTHERS};,"CAMERA, PRICE","Negative, Negative"
4031,4031,cảm_ứng NOTPOS loạn chán thật_sự game nhảy thông_báo ức_chế,2,12/3/2020,{FEATURES#Negative};,FEATURES,Negative
4032,4032,đổi hai tiếp_tục lỗi nhận_diện camera khắc_phục chán đổi cầu_mong thật_sự,2,14/07/2020,{CAMERA#Negative};{OTHERS};,CAMERA,Negative
4033,4033,helo nhật trung tv EMOPOSITIVE EMOPOSITIVE mua máy sam sung a71 test thử vlog máy chụp ảnh video ok NOTPOS nét bật chống rung ok pin sử_dụng liên_tục tầm sáu tiếng sac bàn geam máy nóng vỏ kim_loại hiệu_năng chíp đỉnh đấy hệ điều_hành android mười trải nghiệm youtuber nhật trung tv,4,20/07/2020,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{OTHERS};,"CAMERA, BATTERY, PERFORMANCE","Neutral, Positive, Positive"
4034,4034,chất_lượng tuyệt_vời sử_dụng thời_gian cảm_thấy đồng_tiền nhân_viên chăm_sóc nhiệt_tình POSITIVE,5,21/04/2020,{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"PRICE, GENERAL, SER&ACC","Positive, Positive, Positive"
4035,4035,giá mắc giá tầm mươi hai triệu 3g ram triệu hợp_lý giá mà_lại vsmart,1,6/8/2020,{PRICE#Negative};,PRICE,Negative
4036,4036,oy3 hao pin vây tối hao mười mua,3,31/03/2020,{BATTERY#Negative};,BATTERY,Negative
4037,4037,youtube chế độhd1080 đẹp chụp hình ok pin nghìn tạm ổn nói_chung 3 9tr hợp_lý ram 3 32g,5,18/07/2020,{SCREEN#Positive};{CAMERA#Neutral};{BATTERY#Neutral};{PRICE#Neutral};,"SCREEN, CAMERA, BATTERY, PRICE","Positive, Neutral, Neutral, Neutral"
4038,4038,mua máy mượt nóng xài liên_tục xạc pin chụp hình a50 tầm giá mấy mua ốp lưng mua tgd,5,19/11/2019,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"CAMERA, BATTERY, PERFORMANCE, PRICE, GENERAL, SER&ACC","Negative, Positive, Positive, Neutral, Positive, Positive"
4039,4039,máy bốn hình_dung ngon bổ rẻ đẹp trừ nhẹ pin tạm ổn trâu lấm hài_lòng sản_phẩm nhân_viên tgd quốc_lộ tám mươi lấp vò đồng tháp nhiệt_tình v yêu_vẻ kết e nhân_viên xinh_xinh EMOPOSITIVE EMOPOSITIVE,5,1/5/2019,{BATTERY#Neutral};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"BATTERY, DESIGN, PRICE, GENERAL, SER&ACC","Neutral, Positive, Positive, Positive, Positive"
4040,4040,đánh_giá NOTPOS sản_phẩm xem_lại tui mua trải nghiệm máy chụp ảnh đẹp pin xài game youtube hề lỗi,5,21/07/2020,{CAMERA#Positive};{BATTERY#Positive};{GENERAL#Positive};,"CAMERA, BATTERY, GENERAL","Positive, Positive, Positive"
4041,4041,chiều 5tr6 cảm_nhận ban_đầu may đẹp màn độ kém fun,5,24/05/2020,{SCREEN#Negative};{DESIGN#Positive};{PRICE#Neutral};,"SCREEN, DESIGN, PRICE","Negative, Positive, Neutral"
4042,4042,điện_thoại mua sử_dụng ok pin trâu sử_dụng pin đêm tụt 1 2 ok nhận_diện vân uổn tiền mua,5,29/01/2020,{FEATURES#Positive};{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};,"FEATURES, BATTERY, PRICE, GENERAL","Positive, Positive, Positive, Positive"
4043,4043,mua máy hai hôm tất_cả ok ưng tầm giá 6tr có_điều SCORENEGATIVE góc trái màn_hình cảm_ứng NOTPOS lắm tgdg nhân_viên hỗ_trợ đổi máy nhiệt_tình máy nguyên hộp hỗ_trợ đổi máy bày máy máy sử_dụng máy đổi khách_hàng trc máy đổi kích_hoạt ok,5,12/12/2019,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,"FEATURES, PRICE, GENERAL, SER&ACC","Negative, Neutral, Positive, Positive"
4044,4044,lỗi kết_nối wifi đt 1 2h khoá màn_hình wifi mạng tắt wifi kết_nối bình_thường,3,12/4/2020,{FEATURES#Negative};,FEATURES,Negative
4045,4045,1SCORENEGATIVE chip snapdragon tám trăm sáu mươi sáu chip bao ngon lun tgd hoài,5,6/12/2019,{OTHERS};,,
4046,4046,t xài năm_tháng mua dính mấy lỗi vặt up hạn sử_dụng mấy phiên_bản xài ok pin ổn_định bao trâu sóng bắt chụp ảnh tương_đối ngon tầm giá hãng camera lồi xài ốp hơi to,5,16/08/2020,{CAMERA#Neutral};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Positive};,"CAMERA, FEATURES, BATTERY, PERFORMANCE, DESIGN, PRICE, GENERAL","Neutral, Positive, Positive, Neutral, Negative, Neutral, Positive"
4047,4047,tầm giá ok cảm_ứng mượt loa vân nhạy camera ok tạm chấp_nhận giá tầm trung trung_bình giá mẫu đt có_thể cấu_hình vẻ đẹp đẹp,5,10/5/2020,{CAMERA#Neutral};{FEATURES#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,"CAMERA, FEATURES, PRICE, GENERAL","Neutral, Positive, Neutral, Positive"
4048,4048,máy game cấu_hình mươt hơi nóng nhẹ đáng_kể lâu_lâu cụgr giật NOTNEG chụp hình ổn âm_thanh tầm giá,5,4/2/2020,{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Positive};,"CAMERA, FEATURES, PERFORMANCE, PRICE, GENERAL","Positive, Positive, Neutral, Neutral, Positive"
4049,4049,cung đt xài hai rưỡi chín_mươi bảy co s ban_đầu sạc hai tiếng rưỡi bây_giờ tận tiếng lận,4,16/07/2019,{BATTERY#Negative};{GENERAL#Neutral};,"BATTERY, GENERAL","Negative, Neutral"
4050,4050,tệ máy lỗi lag oy thời_gian đầu liên_quân mượt bây_giờ không_thể game lag v thất_vọng sản_phẩm,1,1 tuần trước,{PERFORMANCE#Negative};{GENERAL#Negative};,"PERFORMANCE, GENERAL","Negative, Negative"
4051,4051,cảm_nhận 1tháng ip1 s20 trăm vivo s1pro xứng_đáng tám mươi lăm máy mượt cảm_ứng nhạy nhận_dạng cam loa to game cảm_thấy xứng giá tiền tầm trung,4,22/06/2020,{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,"CAMERA, FEATURES, PERFORMANCE, PRICE, GENERAL","Positive, Positive, Positive, Neutral, Positive"
4052,4052,bật tắt wifi vô cài_đặt 🙄 chán thật_sự 4s,4,8/3/2020,{FEATURES#Negative};,FEATURES,Negative
4053,4053,mk hai thág máy_ảnh pin ok nhưg hiện_giờ xuất_hiện tình_trạng máy giật lag khó_chịu lỗi camera,2,3 tuần trước,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Negative};,"CAMERA, BATTERY, PERFORMANCE","Neutral, Positive, Negative"
4054,4054,máy chuẩn giá tâm trừng đáp_ứng đầy_đủ nhu_cầu xứ hướng hiện mờ khóa gương_mặt quà chạnh tuyệt_vời mấy đẹp POSITIVE,5,10/3/2019,{FEATURES#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"FEATURES, DESIGN, PRICE, GENERAL, SER&ACC","Positive, Positive, Neutral, Positive, Positive"
4055,4055,đt a92 đag đag out thường_xuyên đứng máy nhảy ứng_dụng xài màk mún đập lun đt tức khắc_phục xài kiểu mak xài POSITIVE,1,3 ngày trước,{PERFORMANCE#Negative};,PERFORMANCE,Negative
4056,4056,vừa_mới mua sản_phẩm nói_chung cấu_hình giá rẻ mua NOTPOS lắm độ màn_hình mắt yếu chỉnh ánh_sáng mờ một_tí hễ camera thư_viện ảnh sáng_trưng tối_đa độ thoát seting,3,2/6/2020,{SCREEN#Negative};{PERFORMANCE#Neutral};{PRICE#Positive};,"SCREEN, PERFORMANCE, PRICE","Negative, Neutral, Positive"
4057,4057,mua hai pin đem tụt pim nhiẻu đa tăt hêt ứng_dụng tất_cả wifi,3,1 tuần trước,{BATTERY#Negative};,BATTERY,Negative
4058,4058,máy xài ok tay_cầm nhân_viên nhiệt_tình dễ_thương hộp ip7 cổng logeng kg,5,25/12/2018,{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,"DESIGN, GENERAL, SER&ACC","Positive, Positive, Positive"
4059,4059,sản_phẩm nhân_viên tư_vấn nhiệt_tình pin trâu sạc game mượt màn_hình to tần_số quét 90hz trải nghiệm game game nóng hơi ấm camera nói_chung tiền mua mua 4gb đừng mua 8gb đầu_tư xứng có_thể mua realme sáu pro,4,17/07/2020,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"SCREEN, BATTERY, PERFORMANCE, PRICE, GENERAL, SER&ACC","Positive, Positive, Neutral, Positive, Positive, Positive"
4060,4060,hai bữa đầu vẻ tụt pin xài pin trâu vô_cùng camera xuất_sắc mượt cày game liên_quân pubg chê,5,6/1/2020,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};,"CAMERA, BATTERY, PERFORMANCE","Positive, Neutral, Positive"
4061,4061,mua pin đêm tuột cỡ 3 4 pin xài hai đêm pin tuột 10pin,3,16/04/2020,{BATTERY#Negative};,BATTERY,Negative
4062,4062,mua hôm xài bốn nhìn_chung ổn trừ pin hai wifi bắt yếu xài game sử_dụng gọi lướt facebok sạc hai đầu tám tiếng rút điện_thoại chờ mười wifi thực_sự tệ mấy mấy xài tài_khoản mesenger nhắn redmi e bốn hồi điện_thoại kêu sử_dụng thời_gian cập_nhật cải_thiện,4,24/05/2019,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Positive};{OTHERS};,"FEATURES, BATTERY, GENERAL","Negative, Negative, Positive"
4063,4063,máy hồi máy sử_dụng mượt_mà phát_sinh lỗi camera chụp ảnh đẹp POSITIVE,5,13/09/2019,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Neutral};,"CAMERA, PERFORMANCE, GENERAL","Positive, Positive, Neutral"
4064,4064,tam on thoi nhung hoi dat dien bin hoi kem toc su ly hoi kem tien hoi dat,4,1 tuần trước,{BATTERY#Negative};{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Neutral};,"BATTERY, PERFORMANCE, PRICE, GENERAL","Negative, Negative, Negative, Neutral"
4065,4065,máy mua máy đẹp chụp hình nét loa mua đợt khuyến_mãi giá nhân_viên vui nhiệt_tình POSITIVE,5,5/11/2019,{CAMERA#Positive};{FEATURES#Positive};{DESIGN#Positive};{PRICE#Positive};{SER&ACC#Positive};,"CAMERA, FEATURES, DESIGN, PRICE, SER&ACC","Positive, Positive, Positive, Positive, Positive"
4066,4066,tầm giánhiều đánh_giá máy kia tui máy tầm 4tr đòi_hỏi NOTPOS đòi_hỏi mua máy chục triệu đi4tr máy ngon mượt rẻ kiếm đánh_giá kiểu dsanhs giá games nhẹ lướt zalo facebok v v mua máy dicòn sóng yếu song xem_lại mạng hay_là nha trạm phát_sóng hay_là ko4tr ngon pin trâu thiết_kế thời_thượng hãng samsung kiếm,5,2 tuần trước,{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,"BATTERY, DESIGN, PRICE, GENERAL","Positive, Positive, Neutral, Positive"
4067,4067,mua hai máy ngon tất_cả ổn đag s9 mua lổi,5,24/01/2020,{GENERAL#Positive};{OTHERS};,GENERAL,Positive
4068,4068,mua 50k mua 6g ram nha đầu mua 4gram trải nghiệm đổi 6gram 50k hiệu_năng game fre fire liên_quân pes hai nghìn lẻ hai mươi mobi bật max seting pubg test 4gram bật max trải nghiệm giật fps sáu mươi kiểu 30fps thông_số camera ngang lệch rõ_ràng 6g ram toàn_diện POSITIVE,5,17/04/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{OTHERS};,"CAMERA, PERFORMANCE","Positive, Positive"
4069,4069,tuyệt tầm giá chí khoá tai_nghe bluetoth tịnh năng ad đựoc chờ cập_nhật,5,17/05/2020,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Positive};,"FEATURES, PRICE, GENERAL","Negative, Neutral, Positive"
4070,4070,bốn nhu_cầu gọi zalo đọc báo đập điện_thoại thường_xuyên treo đơ khó_chịu bấm nút phím bấm phản_hồi chậm gọi treo máy bấm mãi NOTPOS chuông nản ưu_điểm pin trâu khuyên ý_định mua điện_thoại tầm giá mua đừng mua hối_tiếc NEGATIVE,1,5/8/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};,"FEATURES, BATTERY, PERFORMANCE, PRICE, GENERAL","Negative, Positive, Negative, Neutral, Negative"
4071,4071,chán bây_giờ đổi bao o chíp nha,1,11/4/2020,{PERFORMANCE#Negative};{GENERAL#Negative};,"PERFORMANCE, GENERAL","Negative, Negative"
4072,4072,sử_dụng màn_hình đẹp mượt âm_thanh ok camera đẹp tệ máy mau nóng pin tuột 1,4,1 tuần trước,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Negative};{PERFORMANCE#Negative};,"SCREEN, CAMERA, FEATURES, BATTERY, PERFORMANCE","Positive, Positive, Positive, Negative, Negative"
4073,4073,mua tgdđ lộc ninh 6 60 0 nội sử_dụng đặc_sắc giá tạm ổn,3,29/02/2020,{PRICE#Neutral};{GENERAL#Neutral};,"PRICE, GENERAL","Neutral, Neutral"
4074,4074,may mua cài zalo hai sim sử_dụng 3h tụt pin sạc bắt_đầu 8h 16h30 sử_dụng 40p tụt mười lăm pin thất_vọng pin samsung,3,3 tuần trước,{BATTERY#Negative};{SER&ACC#Negative};,"BATTERY, SER&ACC","Negative, Negative"
4075,4075,thất_vọng sản_phẩm mua NOTPOS máy báo lỗi tùm_lum đem bảo_hành cập_nhật máy kêu đem theo_dõi,1,8/5/2020,{GENERAL#Negative};{SER&ACC#Neutral};,"GENERAL, SER&ACC","Negative, Neutral"
4076,4076,chất_lượng sản_phẩm hoàn_thiện cứng_cáp mẫu_mã đẹp màn hd đẹp rỗ tội vân chậm NOTPOS lắm mười vân,4,13/08/2020,{SCREEN#Positive};{FEATURES#Negative};{DESIGN#Positive};,"SCREEN, FEATURES, DESIGN","Positive, Negative, Positive"
